1973-05-08	CLASSIFICATION / CONFIDENTIAL / UNCLASSIFIED / USE / LIMDIS / LARG / DIE / SECVISIT / MICRONESIAN / WIPO
1973-05-09	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / LIMDIS / SECVISIT / CIVAIR / RUBBER / SYNTHETIC / VETERINARY
1973-05-10	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / LIMDIS / SECVISIT / LARG / ACTIVE / DECONTROL / RAND
1973-05-11	CLASSIFICATION / CONFIDENTIAL / UNCLASSIFIED / LIMDIS / USE / SECVISIT / CAR / CAPTION / DEAN / MOTORCADE
1973-05-12	CLASSIFICATION / CONFIDENTIAL / SECVISIT / LIMDIS / RADIATION / FEDAYEEN / EPA / NEGLIGIBLE / SECRET / SYNTHETIC
1973-05-13	LIMDIS / SECVISIT / CAPTION / ROCK / MOON / CLASSIFICATION / WREATH / CONFIDENTIAL / AFFIRMATIVE / LABATT
1973-05-14	CLASSIFICATION / UNCLASSIFIED / RUSH / CONFIDENTIAL / USE / FEDAYEEN / ACQUISITION / LIMDIS / SECVISIT / RUBBER
1973-05-15	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / RUSH / USE / AAFLI / LIMDIS / SECVISIT / ALCOHOL / SYNTHETIC
1973-05-16	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / RUSH / USE / SECVISIT / SECRET / GTE / FEDAYEEN / UNDERLINE
1973-05-17	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / DIE / VERSION / EPC / LIMDIS / RUSH / DECONTROL
1973-05-18	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / FEDAYEEN / RUSH / HIJACKER / PFLP / COMO / LIMDIS
1973-05-19	CLASSIFICATION / LARG / AIFLD / SECVISIT / SOMOZA / CONFIDENTIAL / SECRET / CEMETERY / MIRV / MONGOLIAN
1973-05-20	PLOT / COINCIDENCE / OVERTHROW / LEVY / EC COMMISSION / ATTRIBUTABLE / RESUPPLY / CIES / AIRFIELD / FOLD
1973-05-21	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / FHWA / OVERTHROW / MITSUBISHI / AERO / TANGOV / SECVISIT / INTERPOL
1973-05-22	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / DIE / CALLER / SECRET / LIMDIS / ROLL / SALVAGE
1973-05-23	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / RUSH / ICC / TA / SCANDAL / GUYANESE / DETECTOR
1973-05-24	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / SECRET / BANGLADESH / CROATIAN / RUSH / EXDIS / ETA
1973-05-25	CLASSIFICATION / CONFIDENTIAL / UNCLASSIFIED / ICELANDIC / STREAM / IVORY / LIMDIS / HAIR / FANK / SECT
1973-05-26	STANLEY / TACK / DEPRECIATION / PENETRATION / SHRIMP / TIATIONS / IMCO / EXTRACT / DISRUPT / EXPOSITION
1973-05-27	TRAWLER / COULDN / INSTRUC / FRINGE / NORMALIZATION / MEDIATE / EXPLICIT / CLASSIFICATION / SUPER / REUNION
1973-05-28	CLASSIFICATION / RECONVENE / REUNION / FOLLOWUP / IGNORE / DISRUPT / PROFESSION / MEDIATOR / COHESION / ANXIETY
1973-05-29	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / IMCO / EFTA / RESERVATION / DSP / USE / ANIMAL / ARMENIAN
1973-05-30	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / AIFLD / LIMDIS / QUEST / BANANA / PROSECUTOR / QUARTET
1973-05-31	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / BRACKET / USE / INCLUSIVE / HONG / WTO / ATA / INCL
1973-06-01	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / INGERSOLL / DPRK / HUD / STAG / LODGE / CONG / EM
1973-06-02	DESTROYER / UKRAINIAN / APOLLO / SAMPLE / REUNION / UNSATISFACTORY / DPC / AFFILIATION / EMB / WAVE
1973-06-03	IMPERIALIST / AVERT / STATURE / PRIVILEGE / ENDORSE / NOMINATE / CELEBRATION / SQUEEZE / CLASSIFICATION / AIDE
1973-06-04	PRES / STORM / RECLAMATION / SUCCESSOR / RELEVANCE / SEC / SENTATIVE / DISTANT / DESERT / LAY
1973-06-05	ALLOT / INVESTOR / LOYAL / DEFER / EXPOSE / TEXTILE / CLASSIFICATION / EQUATION / CHOU / DEPOSIT
1973-06-06	EQUATION / LOYAL / AUCTION / EXPOSE / PLOY / HESITATION / CLASSIFICATION / EMISSARY / DECONTROL / FORMIDABLE
1973-06-07	CLASSIFICATION / LIRA / REELECTION / CLINIC / SCRUTINY / AAFLI / DUMP / FORMIDABLE / WAVE / NMFS
1973-06-08	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / JUN / PSO / INCL / RFE / PAIGC / EXPO / CCMS
1973-06-09	CLASSIFICATION / CONFIDENTIAL / CERRO / XXIV / PLEBISCITE / JUN / REPEATER / RFE / PASO / ECONOMIST
1973-06-10	SECVISIT / MEMCON / TCN / SENSIBLE / TRANSMITTER / SMOKE / REMEDY / ICELANDIC / GOLDEN / SUDANESE
1973-06-11	NEWSWEEK / RESIST / MAGAZINE / HANG / ASSURANCE / CONFIDENTIAL / DEAN / CELEBRATION / OUTLAY / JOHN
1973-06-12	HANG / CELEBRATION / OUTLAY / IRAQ / BOOM / PROPITIOUS / PARCEL / NONE / SYRIA / SLOWDOWN
1973-06-13	OUTLAY / BOOM / SEATO / PROPITIOUS / PARCEL / SECGEN / CLASSIFICATION / PUBLISHER / STICK / SLOWDOWN
1973-06-14	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / SERIAL / JUN / NATIONALIZATION / HUNT / BURMESE / EXDIS / DENSITY
1973-06-15	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / JUN / BOOKLET / COMMUNIQUE / PARCEL / STOEL / GRC
1973-06-16	CLASSIFICATION / METRO / EFTA / CONFIDENTIAL / XXIV / COMMUNIQUE / TRANSFORMER / SECRET / UNACCOMPANIED / TCN
1973-06-17	CENTO / DESPATCH / CONFIDENTIAL / MORATORIUM / WIDOW / POW / INSTAL / CLASSIFICATION / SUBVERSIVE / GTE
1973-06-18	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / JUN / BURMESE / HUNT / DENSITY / NATIONALIZATION / DROUGHT
1973-06-19	CLASSIFICATION / UNCLASSIFIED / USE / CONFIDENTIAL / MINISTERIAL / CSCE / BECHTEL / LARG / SORGHUM / APOLLO
1973-06-20	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / JUN / DCA / UNTSO / MINISTERIAL / ETA / APOLLO
1973-06-21	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / JUN / SECRET / OCCIDENTAL / EXDIS / STAMP / APOLLO
1973-06-22	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / JUN / ECAC / MAGHREB / ATA / CIVAIR / ATMOSPHERIC
1973-06-23	CLASSIFICATION / ISLAM / UNCLASSIFIED / JUN / PPC / CONFIDENTIAL / STOEL / INSTALLMENT / BULLETIN / AGREMENT
1973-06-24	JUN / XXIV / CLASSIFICATION / UNIFORM / ULTIMATUM / ARVN / HEREWITH / CONFIDENTIAL / FONMINS / UNCLASSIFIED
1973-06-25	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / JUN / PREVENTION / EXDIS / LIMDIS / ETA / COMMUNIQUE
1973-06-26	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / JUN / APOLLO / SC / SAMPLE / BALLET / LAUNCHER
1973-06-27	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / JUN / SC / EXDIS / GEOTHERMAL / BINATIONAL / FONOFF
1973-06-28	CLASSIFICATION / UNCLASSIFIED / CONFIDENTIAL / USE / SAMPLE / MAGHREB / AAI / SOYBEAN / EMBARGO / JUN
1973-06-29	CLASSIFICATION / UNCLASSIFIED / SOYBEAN / JUN / EMBARGO / REVALUATION / CONFIDENTIAL / MEAL / CCMS / HELSINKI
1973-06-30	MOON / APOLLO / SAMPLE / ROCK / HONORARY / SYMBOL / EARTH / AAI / EIGHTY / REMARKABLE
1973-07-01	CHECK / NAME / EXEMPTION / SHRIMP / COLONEL / VISA / ATTACHE / PEAK / HUGO / NONIMMIGRANT
